caseid,dAge,dAncstry1,dAncstry2,iAvail,iCitizen,iClass,dDepart,iDisabl1,iDisabl2,iEnglish,iFeb55,iFertil,dHispanic,dHour89,dHours,iImmigr,dIncome1,dIncome2,dIncome3,dIncome4,dIncome5,dIncome6,dIncome7,dIncome8,dIndustry,iKorean,iLang1,iLooking,iMarital,iMay75880,iMeans,iMilitary,iMobility,iMobillim,dOccup,iOthrserv,iPerscare,dPOB,dPoverty,dPwgt1,iRagechld,dRearning,iRelat1,iRelat2,iRemplpar,iRiders,iRlabor,iRownchld,dRpincome,iRPOB,iRrelchld,iRspouse,iRvetserv,iSchool,iSept80,iSex,iSubfam1,iSubfam2,iTmpabsnt,dTravtime,iVietnam,dWeek89,iWork89,iWorklwk,iWWII,iYearsch,iYearwrk,dYrsserv
21286,6,1,1,0,0,1,4,2,2,0,0,9,0,1,1,0,1,0,0,1,0,0,1,0,7,0,2,0,1,0,1,4,1,2,2,0,2,0,2,1,4,2,0,0,0,1,1,0,2,10,0,3,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
21287,6,1,1,0,0,6,2,2,2,0,0,0,0,5,5,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,4,1,2,4,0,2,0,1,0,0,0,0,0,0,1,1,0,0,22,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,10,1,0
21288,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,112,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
21289,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,121,0,0,0,0,10,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
21290,2,9,1,4,4,0,0,2,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,4,2,2,0,0,1,3,2,2,0,0,2,0,112,0,3,1,0,52,1,6,0,3,0,0,0,0,3,0,0,0,2,2,0,6,7,0
21291,4,11,1,0,0,2,3,2,2,0,0,3,0,3,3,0,1,0,0,0,0,0,0,1,9,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,2,2,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
21292,5,1,2,0,0,6,0,2,2,1,0,0,0,5,5,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,11,4,1,2,4,0,2,0,2,1,0,4,0,0,0,0,1,0,4,10,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,14,1,0
21293,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
21294,7,2,1,0,0,7,0,2,2,0,0,0,0,2,0,0,1,0,0,1,1,0,0,1,8,0,2,2,4,0,0,2,1,2,1,0,2,0,2,1,0,2,0,0,0,0,6,0,2,10,0,6,10,1,0,0,0,0,3,0,0,1,1,2,1,10,2,2
21295,5,1,1,0,0,6,4,2,2,0,0,5,0,1,3,0,0,1,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,3,0,2,0,2,0,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,4,0,1,1,1,0,12,1,0
21296,4,11,1,0,0,1,4,2,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,5,0,2,0,2,2,0,2,0,0,0,1,1,0,2,10,0,1,0,1,0,0,0,0,0,4,0,1,1,1,0,14,1,0
21297,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,6,1,1,0,0,2,0,121,0,0,1,0,40,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
21298,5,3,1,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,0,0,4,2,2,0,0,2,0,1,1,2,0,0,0,0,0,6,0,2,10,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,9,7,0
21299,6,1,1,0,0,6,0,2,2,0,0,0,0,5,3,0,0,0,1,0,0,0,0,0,1,0,2,0,4,0,11,4,1,2,4,0,1,0,2,1,0,2,0,0,0,0,1,0,2,10,0,6,0,1,0,0,0,0,0,0,0,2,1,1,0,10,1,0
21300,7,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,2,10,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,5,5,0
21301,4,1,1,0,0,1,1,2,2,0,0,1,0,3,3,0,3,0,0,0,0,0,0,0,9,0,2,0,0,0,4,4,2,2,3,0,2,0,2,1,4,4,1,0,0,0,1,0,4,10,0,1,0,1,0,1,0,0,0,5,0,1,1,1,0,12,1,0
21302,6,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
21303,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
21304,5,1,2,0,0,1,4,2,2,0,0,3,0,2,2,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,2,2,2,0,2,0,2,2,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,10,1,0
21305,5,1,1,0,0,1,4,2,2,0,0,1,0,2,2,0,3,0,0,1,0,0,0,0,4,0,2,0,2,0,10,4,1,2,1,0,2,0,2,2,4,4,0,0,0,0,1,0,4,10,0,4,0,1,0,1,0,0,0,3,0,2,1,1,0,10,1,0
21306,7,3,1,0,3,1,2,2,2,2,0,0,4,3,5,7,1,0,0,1,1,0,0,0,3,0,1,0,0,0,1,4,1,2,5,0,2,4,2,1,0,2,0,0,0,1,1,0,3,51,0,1,0,1,0,0,0,0,0,5,0,1,1,1,0,11,1,0
21307,4,1,2,0,0,2,4,2,2,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,3,0,2,0,2,1,0,2,0,0,0,2,1,0,2,22,0,1,0,1,0,0,0,0,0,5,0,1,1,1,0,11,1,0
21308,7,1,1,0,0,1,0,2,2,0,0,0,0,4,0,0,1,0,0,1,1,0,0,1,7,0,2,2,0,0,0,2,1,2,2,0,2,0,2,1,0,2,0,0,0,0,6,0,3,10,0,1,10,1,0,0,0,0,3,0,0,1,1,2,1,10,2,1
21309,4,1,3,0,0,7,0,2,2,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,11,4,1,2,2,0,2,0,1,0,3,2,1,0,0,0,1,0,2,23,0,1,0,1,0,1,0,0,0,0,0,2,1,1,0,10,1,0
21310,3,1,2,0,0,1,3,2,2,0,0,1,0,3,3,0,1,0,0,0,0,0,0,0,4,0,2,0,4,0,1,4,1,2,2,0,2,0,2,0,4,2,2,0,0,1,1,0,2,24,0,6,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
21311,1,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,6,0,211,0,0,0,0,10,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
21312,5,2,2,0,0,6,4,2,2,0,0,0,0,5,5,0,0,1,0,1,0,0,0,0,4,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,0,4,0,0,0,2,1,0,5,21,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,14,1,0
21313,4,1,2,0,0,1,3,1,2,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,2,0,2,0,2,2,1,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,13,1,0
21314,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,2,2,1,0,0,1,0,0,2,0,0,12,0,0,0,6,0,2,10,0,3,10,1,0,0,0,0,3,0,0,0,2,2,1,5,6,2
21315,4,1,2,0,0,1,2,2,2,0,0,3,0,3,3,0,2,0,0,1,0,0,0,0,4,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,2,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,14,1,0
21316,6,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,4,2,2,0,0,1,0,2,1,4,0,1,0,0,0,6,0,2,21,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
21317,7,1,1,0,0,1,0,2,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,8,0,2,2,0,0,0,2,1,2,4,0,2,0,2,0,0,2,0,0,0,0,6,0,2,21,0,1,10,1,0,0,0,0,3,0,0,1,1,2,1,10,2,1
21318,4,1,1,0,0,1,3,2,2,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,3,0,2,0,2,0,1,4,1,2,1,0,2,0,2,1,0,4,2,0,0,1,1,0,4,10,0,4,0,1,0,0,0,0,0,3,0,2,1,1,0,11,1,0
21319,4,1,1,0,0,7,2,2,2,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,2,2,5,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,11,1,0
21320,4,10,1,0,1,5,3,2,2,2,0,0,0,3,3,8,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,2,2,1,0,2,1,2,1,0,3,0,0,0,1,1,0,3,33,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,12,1,0
21321,3,1,3,0,0,1,2,2,2,0,0,0,0,4,3,0,2,0,0,0,0,0,0,0,8,0,2,0,4,0,4,4,2,2,2,0,2,0,2,2,0,3,0,0,0,0,1,0,3,24,0,6,0,1,0,0,0,0,0,4,0,2,1,1,0,14,1,0
21322,2,1,1,0,0,8,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,0,0,4,1,2,4,0,2,0,2,0,0,0,2,0,0,0,6,0,0,10,0,6,0,3,0,0,0,0,3,0,0,1,1,2,0,8,2,0
21323,3,11,1,0,0,1,2,2,2,0,0,1,0,3,4,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,10,4,2,2,2,0,2,0,2,1,4,2,0,0,0,0,1,0,2,23,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,12,1,0
21324,6,1,1,0,0,1,3,1,2,0,0,4,0,2,1,0,1,0,0,1,0,0,0,0,9,0,2,0,0,0,1,4,1,1,6,0,2,0,2,0,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,5,0,1,1,2,0,5,1,0
21325,6,1,1,0,0,1,0,1,1,0,0,0,0,5,0,0,1,0,0,1,0,0,1,1,2,0,2,2,0,0,0,4,1,2,6,0,2,0,2,0,0,2,0,0,0,0,6,0,3,10,0,1,0,1,0,0,0,0,3,0,0,1,1,2,0,5,2,0
21326,4,1,1,0,0,1,0,2,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,9,0,2,2,0,0,0,4,2,2,2,0,2,0,2,1,1,3,1,0,0,0,6,0,3,22,0,1,0,1,0,1,0,0,0,0,0,1,1,2,0,14,1,0
21327,3,0,1,0,0,1,1,2,2,0,0,2,0,3,2,0,2,0,0,1,0,0,0,0,7,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,4,3,7,9,0,1,1,0,3,23,0,2,0,1,0,1,0,0,0,2,0,2,1,1,0,10,1,0
21328,3,1,2,0,0,1,5,2,2,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,9,0,2,0,4,0,1,4,1,2,2,0,2,0,2,2,4,2,2,0,0,1,1,0,2,10,0,6,0,2,0,1,0,0,0,4,0,1,1,1,0,13,1,0
21329,4,1,1,0,0,5,1,2,2,0,0,3,0,3,2,0,3,0,0,0,0,0,0,0,5,0,2,0,0,0,1,4,2,2,2,0,2,0,2,3,4,4,0,0,0,1,1,0,4,10,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
21330,6,1,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,1,0,0,2,0,2,1,4,0,0,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,10,6,0
21331,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,1,2,4,0,2,0,221,0,0,1,0,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21332,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,114,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0
21333,7,3,1,0,4,0,0,1,1,4,0,5,6,0,0,6,0,0,0,0,0,1,0,0,0,0,1,2,4,0,0,4,1,1,0,0,1,4,2,1,4,0,5,0,0,0,6,0,2,52,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,4,7,0
21334,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,223,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
21335,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,133,0,0,1,0,24,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
21336,6,11,1,0,0,1,3,2,2,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,6,0,2,0,0,0,1,4,2,2,6,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,5,1,0
21337,6,2,1,0,0,6,4,2,2,0,0,0,0,5,1,0,0,1,0,1,0,0,0,0,7,1,2,0,0,0,1,2,1,2,2,0,2,0,2,1,0,5,0,0,0,1,1,0,5,10,0,1,8,1,0,0,0,0,0,4,0,2,1,1,0,13,1,1
21338,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,4,0,2,0,222,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0
21339,5,2,1,0,0,1,5,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,4,0,2,0,2,0,1,2,1,2,3,0,2,0,2,2,0,2,0,0,0,1,1,0,2,10,0,4,4,1,0,0,0,0,0,2,1,2,1,1,0,10,1,1
21340,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
21341,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,121,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21342,4,1,1,0,0,3,2,2,2,0,0,1,0,5,3,0,3,0,0,0,0,0,0,0,9,0,2,0,4,0,1,4,2,2,1,0,2,0,2,1,4,4,0,0,0,1,1,0,4,21,0,6,0,1,0,1,0,0,0,3,0,2,1,1,0,14,1,0
21343,5,0,1,0,0,1,2,2,2,0,0,0,0,4,5,0,2,0,0,0,0,0,0,0,7,0,2,0,0,0,1,2,2,2,2,0,2,0,2,1,0,3,0,0,0,1,1,0,3,22,0,1,4,1,0,0,0,0,0,5,1,2,1,1,0,11,1,1
21344,6,1,1,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,4,1,2,0,0,1,0,2,1,4,0,0,0,0,0,6,0,3,10,0,3,0,1,0,1,0,0,0,0,0,0,2,2,0,10,5,0
21345,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0
21346,3,2,1,0,3,3,5,2,2,1,0,0,0,0,3,3,0,0,0,0,0,0,0,1,9,0,1,0,0,0,1,4,2,2,3,0,2,2,1,1,0,0,0,0,0,1,1,0,2,51,0,1,0,1,0,0,0,0,0,4,0,0,2,1,0,11,1,0
21347,6,1,2,0,0,1,3,2,2,0,0,0,0,3,3,0,2,0,0,1,0,0,0,0,4,1,2,0,0,0,1,2,2,2,1,0,2,0,2,1,0,3,1,0,0,1,1,0,4,22,0,1,8,2,0,0,0,0,0,4,0,2,1,1,0,11,1,1
21348,5,1,1,0,0,3,4,2,2,0,0,3,0,3,3,0,2,0,0,0,0,0,0,0,10,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,4,3,1,0,0,1,1,0,3,24,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,10,1,0
21349,3,1,1,0,0,1,4,2,2,0,0,2,0,3,3,0,1,0,0,0,0,0,0,1,7,0,2,0,2,0,1,4,2,2,2,0,2,0,2,1,2,2,2,0,0,1,1,0,4,10,0,4,0,1,0,1,2,1,0,5,0,1,1,1,0,8,1,0
21350,3,2,1,0,0,2,5,2,2,0,0,1,0,1,4,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,4,3,0,0,0,1,1,0,3,22,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,12,1,0
21351,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,111,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21352,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,141,0,0,0,0,10,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
21353,5,0,1,0,0,1,5,2,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,6,0,2,0,2,0,1,2,2,2,5,0,2,0,2,2,0,4,0,0,0,1,1,0,4,23,0,4,4,1,0,0,0,0,0,4,1,2,1,1,0,9,1,1
21354,5,1,2,0,0,3,3,2,2,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,2,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,15,1,0
21355,3,2,1,0,0,6,0,2,2,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,8,0,2,2,0,0,0,4,2,2,2,0,2,0,2,1,1,2,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,14,2,0
21356,3,1,2,0,0,1,4,2,2,0,0,1,0,4,3,0,2,0,0,0,0,0,0,0,7,0,2,0,4,0,2,4,2,2,2,0,2,0,2,1,4,3,0,0,0,0,1,0,3,10,0,6,0,1,0,1,0,0,0,4,0,2,1,1,0,11,1,0
21357,6,1,2,0,0,1,3,2,2,0,0,0,0,2,2,0,2,0,0,1,0,0,0,0,4,0,2,0,1,0,1,2,1,2,6,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,3,10,1,0,0,0,0,0,2,0,2,1,1,1,10,1,1
21358,3,1,1,0,0,1,3,2,2,0,0,2,0,3,3,0,2,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,1,3,1,0,0,1,1,0,3,23,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,12,1,0
21359,5,1,12,0,0,3,5,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,10,0,2,0,2,0,1,4,1,2,2,0,2,0,2,0,0,3,2,0,0,1,1,0,3,10,0,4,0,1,0,0,0,0,0,5,0,1,1,1,0,9,1,0
21360,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,223,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
21361,6,1,2,0,0,1,4,2,2,0,0,3,0,3,1,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,2,0,2,0,2,2,4,2,1,0,0,1,1,0,2,24,0,1,0,1,0,1,0,0,0,4,0,1,1,1,0,11,1,0
21362,2,3,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,4,2,2,0,0,2,0,1,3,0,0,2,0,111,0,3,1,2,10,1,6,0,2,0,0,0,0,0,0,0,0,2,0,0,10,7,0
21363,6,3,1,0,4,1,4,2,2,2,0,3,6,3,3,3,1,0,0,0,0,0,0,0,9,0,1,0,0,0,1,4,2,2,1,0,2,4,2,1,4,2,1,0,0,1,1,0,2,52,0,1,0,1,0,1,0,0,0,2,0,1,1,1,0,14,1,0
21364,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,0,4,0,2,0,121,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0,0
21365,5,11,1,0,0,1,2,2,2,0,0,0,0,3,5,0,3,0,0,1,0,0,0,0,4,0,2,0,0,0,1,2,2,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,23,0,1,4,1,0,0,0,0,0,2,1,2,1,1,0,13,1,1
21366,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,22,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
21367,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,221,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0
21368,6,1,1,0,0,1,4,2,2,0,0,0,0,5,2,0,4,0,0,0,0,0,0,0,8,1,2,0,0,0,1,2,1,2,2,0,2,0,2,2,0,5,0,0,0,2,1,0,5,10,0,1,8,1,0,0,0,0,0,2,0,2,1,1,0,10,1,1
21369,6,1,1,0,0,0,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,0,22,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,14,6,0
21370,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,0,4,0,2,0,121,0,0,1,0,22,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
21371,2,11,1,0,0,1,0,2,2,1,0,1,9,1,0,0,1,0,0,0,0,0,0,0,7,0,1,2,4,0,0,4,1,2,2,0,2,0,2,1,4,2,2,0,121,0,6,1,2,10,1,6,0,2,0,1,0,0,3,0,0,1,1,2,0,8,2,0
21372,4,1,2,0,0,1,1,2,2,0,0,2,0,3,4,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,9,4,1,2,1,0,2,0,2,2,2,2,1,0,0,0,1,0,2,10,0,1,0,1,0,1,0,0,0,2,0,1,1,1,0,11,1,0
21373,4,1,1,0,0,6,0,2,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,2,2,0,0,0,4,2,2,5,0,2,0,2,0,0,3,0,0,0,0,6,0,3,10,0,1,0,1,0,0,0,0,3,0,0,1,1,2,0,10,1,0
21374,7,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,0,0,0,2,1,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,3,21,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,11,6,1
21375,7,1,1,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,0,4,0,1,0,0,0,6,0,3,22,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,15,6,0
21376,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,2,0,0,2,0,2,1,4,0,2,0,111,0,0,1,0,10,1,6,0,2,0,1,0,0,0,0,0,0,0,2,0,6,0,0
21377,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,111,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
21378,3,1,2,0,0,1,3,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,7,0,2,0,2,0,1,4,2,2,3,0,2,0,2,2,0,3,2,0,0,1,1,0,3,24,0,4,0,1,0,0,0,0,0,2,0,1,1,1,0,10,1,0
21379,4,1,2,0,0,7,0,2,2,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,9,0,2,2,0,0,0,4,1,2,2,0,2,0,2,1,3,2,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,9,2,0
21380,5,1,12,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,2,0,0,4,2,2,0,0,1,0,1,0,2,0,0,0,0,0,6,0,2,10,0,4,0,2,0,1,0,0,3,0,0,0,2,2,0,8,5,0
21381,6,2,2,0,0,1,3,2,2,0,0,4,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,4,3,1,0,0,1,1,0,3,22,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,11,1,0
21382,7,1,2,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,4,0,0,4,1,1,0,0,1,0,2,1,4,0,0,0,0,0,6,0,3,22,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
